pop	true_time
cycle	87.0421426396351
cycle	88.3730451313313
cycle	89.7081353554968
cycle	90.7721428009681
cycle	91.6242720007431
cycle	92.2911480960902
cycle	93.4304997387808
cycle	94.762654452119
cycle	95.0932301019784
cycle	96.6892160854768
cycle	97.6670954723377
cycle	98.3030622170772
cycle	99.0115150287747
cycle	100.881010839948
cycle	101.625333023025
cycle	102.992075886577
cycle	103.470415614313
cycle	104.149323522812
cycle	105.099695448065
cycle	106.513771865051
cycle	107.547474639257
cycle	108.228984132875
cycle	109.589341663523
cycle	110.550863835961
cycle	111.202500886051
cycle	112.001424358925
cycle	113.421833086293
cycle	114.918382417876
cycle	115.932801931864
cycle	116.6690882314
cycle	117.111480739666
cycle	118.714418153511
cycle	119.560844322434
cycle	120.362169700908
cycle	121.118439147715
cycle	122.090205032378
cycle	123.251226810506
cycle	124.614240093622
cycle	125.67051043245
cycle	126.038548506098
cycle	127.293853029609
cycle	128.938643561443
cycle	129.3328186695
cycle	130.560998266097
cycle	131.789839419769
cycle	132.715959686087
cycle	133.706276485231
cycle	134.433581332909
cycle	135.56223542802
cycle	136.072052746778
cycle	137.989457644057
cycle	138.967831085902
cycle	139.599262667587
cycle	140.325456636259
cycle	141.103791833157
cycle	142.853651953395
cycle	143.544167804299
cycle	144.670885707019
cycle	145.335623885039
cycle	146.439289215952
cycle	147.002185057383
cycle	148.91486331448
cycle	149.670956286835
cycle	150.281991226133
cycle	151.964275239967
cycle	152.881630423479
cycle	153.971094080945
cycle	154.109492121032
cycle	155.792382478015
cycle	156.838341916678
cycle	157.004555893131
cycle	158.645939435111
cycle	159.074708188651
cycle	160.062497743638
cycle	161.529652678873
cycle	162.415481877513
cycle	163.868991883937
cycle	164.766310019651
cycle	165.66587057407
cycle	166.575325432699
cycle	167.95449872897
cycle	168.015872480581
cycle	169.148409396643
cycle	170.502284202259
cycle	171.920823420398
cycle	172.402140924009
cycle	173.513122281758
cycle	174.85297090211
cycle	175.007610246073
cycle	176.148436905118
cycle	177.328149440931
cycle	178.165349357994
cycle	179.871641444042
cycle	180.323838372715
cycle	181.353715254925
cycle	182.9986492428
cycle	183.286145715043
cycle	184.41922020982
cycle	185.991744677303
cycle	186.20397596946
cycle	187.683265251108
cycle	188.444327633362
cycle	189.83351783501
cycle	190.198464349611
cycle	191.553987441817
cycle	192.430370859802
cycle	193.299683752237
cycle	194.905073624104
cycle	195.771367830224
cycle	196.130638650618
cycle	197.540015945444
cycle	198.323155044345
cycle	199.290052801836
cycle	200.261024887906
cycle	201.179570689797
cycle	202.09814171982
cycle	203.93758905353
cycle	204.261185661424
cycle	205.985653131036
cycle	206.993215175811
cycle	207.565558765549
cycle	208.694211998256
cycle	209.23993173684
cycle	210.65245107119
cycle	211.21624578326
cycle	212.065577512141
cycle	213.903004145948
cycle	214.289526960347
cycle	215.021378036821
cycle	216.306890306529
cycle	217.739962175721
cycle	218.784423170146
cycle	219.94272833853
cycle	220.675158872036
cycle	221.399206221104
cycle	222.607201098464
cycle	223.763553517172
cycle	224.672646810999
cycle	225.522664033109
cycle	226.980820403202
cycle	227.839065853273
cycle	228.322391995229
cycle	229.796043002978
cycle	230.438672602177
cycle	231.301184995566
cycle	232.476412441349
cycle	233.279871847015
cycle	234.939533512807
cycle	235.34872044134
cycle	236.226182549959
cycle	237.166335653281
cycle	238.602992358152
cycle	239.189607595326
cycle	240.895857886178
cycle	241.247060453985
cycle	242.192039984278
cycle	243.975849253591
cycle	244.070651591523
cycle	245.396541265305
cycle	246.935402431991
cycle	247.735414986731
cycle	248.960805968381
cycle	249.914973852225
cycle	250.284137639683
cycle	251.626321643125
cycle	252.533305011224
cycle	253.973755358486
cycle	254.509112587897
cycle	255.960706078447
cycle	256.665803783806
cycle	257.753862385405
cycle	258.23613432725
cycle	259.863114685984
cycle	260.049700303003
cycle	261.969034895301
cycle	262.803021269618
cycle	263.148525869474
cycle	264.173641574802
cycle	265.298494195566
cycle	266.367151473416
cycle	267.152785833692
cycle	268.212331996066
cycle	269.507470751181
cycle	270.35873836535
cycle	271.713526839623
cycle	272.95330549404
cycle	273.268532338087
cycle	274.401046296349
cycle	275.074889169307
cycle	276.04591665417
cycle	277.477020169841
cycle	278.430396111682
cycle	279.433385630604
cycle	280.623144453391
cycle	281.123485439457
cycle	282.907190882834
cycle	283.970604673726
cycle	284.314542037901
cycle	285.730128006544
cycle	286.042889931006
cycle	287.928330471506
cycle	288.704360792879
cycle	289.889315238921
cycle	290.963128596311
cycle	291.000141116325
cycle	292.590020099888
cycle	293.052348107565
cycle	294.260096387705
cycle	295.658781949664
cycle	296.973569724709
cycle	297.349901870359
cycle	298.118771768175
cycle	299.626197034493
1_2	300.280947283376
1_2	301.080454371171
1_2	302.452267549234
1_2	303.03772105393
1_2	304.39954595454
1_2	305.096631883644
1_2	306.206589288311
1_2	307.350920428988
1_2	308.607983260415
1_2	309.415544733405
1_2	309.892530089477
1_2	311.279158247169
1_2	312.550854814705
1_2	312.835003122222
1_2	313.86160045024
1_2	315.137319112197
1_2	315.811034283601
1_2	316.838521566475
1_2	318.315885271179
1_2	319.105095406296
1_2	320.248908805428
1_2	320.991949994816
1_2	322.209176595788
1_2	323.443020659266
1_2	324.568527835188
1_2	325.246143835364
1_2	326.181576595642
1_2	327.128066016594
1_2	327.7157810973
1_2	328.904996118043
1_2	330.349273089319
1_2	330.645484651439
1_2	332.06516871741
1_2	333.072164761601
1_2	334.065688984003
1_2	334.947758325376
1_2	335.680236656452
1_2	337.552401094232
1_2	337.639546639286
1_2	338.912810843205
1_2	339.804720876273
1_2	341.31275354675
1_2	342.455490317894
1_2	343.186386432033
1_2	343.773789006053
1_2	344.703790554777
1_2	345.859401937574
1_2	347.432620982639
1_2	347.783110220451
1_2	349.162363880081
1_2	350.291129375575
1_2	350.880518981721
1_2	352.580922445981
1_2	353.313647258794
1_2	353.699453541311
1_2	355.363050288986
1_2	356.301264799666
1_2	356.858791938983
1_2	358.286798279034
1_2	359.25036047399
1_2	360.469670666149
1_2	360.828758467222
1_2	362.160077712499
1_2	362.813280903501
2_3	363.482087266631
2_3	363.887985320995
2_3	365.600580839207
2_3	366.097547902958
2_3	367.280260682572
2_3	367.99534322531
2_3	369.691227644449
2_3	369.890369406203
2_3	371.608127924381
2_3	372.422259355895
2_3	372.849986569723
2_3	374.407456954708
2_3	375.006911098957
2_3	376.570259780157
2_3	377.464739274466
2_3	378.059294539504
2_3	379.483931093244
2_3	379.826824931893
2_3	381.716104640393
2_3	382.068682622863
2_3	382.907429999206
2_3	384.030607616063
2_3	385.739469908178
2_3	386.191346275387
2_3	387.487496736227
2_3	387.993089553667
2_3	388.961555046495
2_3	390.374705062248
2_3	391.517883091234
2_3	391.824328028364
2_3	393.251932010986
2_3	393.980330881197
2_3	395.64939506026
2_3	396.413240396883
2_3	397.743417778052
2_3	398.612398977391
2_3	399.577041997341
2_3	400.025833425578
2_3	401.498796403641
2_3	402.805366143119
2_3	403.123017674312
2_3	403.955293893348
2_3	405.538958639139
2_3	406.75082762586
2_3	407.573334002635
2_3	408.320453864289
2_3	409.63077389379
2_3	410.062860362697
2_3	411.243020345923
2_3	412.771664630156
2_3	413.394391828449
2_3	414.028875686228
2_3	415.196492397226
2_3	415.917528138962
2_3	417.703448018758
2_3	418.579881469253
2_3	418.963707931805
2_3	420.803692494519
2_3	421.391411558259
2_3	422.476026585791
2_3	423.308147499338
2_3	424.698753347853
2_3	425.510778636439
2_3	426.150795440655
2_3	427.057227449492
2_3	428.781587643549
2_3	429.723275193246
2_3	429.819352097576
2_3	431.221572494833
2_3	432.759705896955
2_3	433.643808872206
2_3	434.124994582031
2_4	363.320166405989
2_4	364.310642425669
2_4	365.076844281983
2_4	365.845372556476
2_4	367.652575479588
2_4	368.696048694896
2_4	368.830857227789
2_4	370.591702274047
2_4	371.642486098455
2_4	372.340750321047
2_4	373.059120034799
2_4	373.993676815415
2_4	375.223202489084
2_4	376.211894233245
2_4	377.802656643791
2_4	378.483074609656
2_4	378.909112971742
2_4	379.824621235486
2_4	381.654649142874
2_4	382.687826741021
2_4	383.142678407487
2_4	384.122284324374
2_4	385.226112926845
2_4	386.170090728672
2_4	387.703487415332
2_4	387.880075634923
2_4	389.022516313707
2_4	390.593210993335
2_4	391.206540139392
2_4	392.341710456647
2_4	393.670082805445
2_4	394.05527981976
2_4	394.995620113565
2_4	395.941893944051
2_4	397.764676762512
2_4	398.277574405773
2_4	399.61188817746
2_4	400.369786589406
2_4	400.822552678408
2_4	402.139378132299
2_4	402.898902879329
2_4	404.409862876171
2_4	405.198984339833
2_4	406.176157773705
2_4	407.479556151666
2_4	408.497429002309
2_4	408.828703812324
2_4	410.298165432876
2_4	411.528505068971
2_4	412.615523583256
2_4	413.111440436216
2_4	414.524663515855
2_4	415.138173961081
2_4	416.154826260172
2_4	417.355146368267
2_4	417.882491523167
2_4	419.793157094857
2_4	420.291814229218
2_4	420.964726749109
2_4	422.805025485344
2_4	423.050778022967
2_4	424.228311077924
3_5	434.287758682156
3_5	435.615285125328
3_5	436.499704445712
3_5	437.692916160915
3_5	438.591488163453
3_5	439.400359108113
3_5	440.73050295678
3_5	441.258098109392
3_5	442.453764828155
3_5	443.982756505255
3_5	444.563846471487
3_5	445.627716785995
3_5	446.951623074245
3_5	447.713632858125
3_5	448.394835236482
3_5	449.663738583913
3_5	450.890202501323
3_5	451.944345917553
3_5	452.455463786144
3_5	454.057031778386
3_5	454.79178309557
3_5	455.818202837836
3_5	456.191104809986
3_5	457.733088528039
3_5	458.578897725325
3_5	459.648207571125
3_5	460.717459795997
3_5	461.854367562104
3_5	462.513329852838
3_5	463.150241741212
3_5	464.347364515765
3_5	465.31650385051
3_5	466.438930654665
3_5	467.440757083707
3_5	468.996097808005
3_5	469.816733599873
3_5	470.962711585686
3_5	471.222542617004
3_5	472.717632281128
3_5	473.503289928893
3_5	474.704440060537
3_5	475.287289151223
3_5	476.408694388578
3_5	477.185620025266
3_5	478.685236842837
3_5	479.180019598221
3_5	480.643161475426
3_5	481.509826616151
3_5	482.231184672797
3_5	483.44734038529
3_5	484.815630519297
3_5	485.663170477375
3_5	486.2742484794
3_5	487.148101771716
3_5	488.476531145629
3_5	489.492778451415
3_5	491.101500262041
3_5	492.089059415972
3_5	492.167929924093
3_5	493.289628040744
3_5	494.596841539955
3_5	495.360004828544
3_5	496.351356429048
3_5	497.242729314836
3_5	498.807456270093
3_5	499.192605327349
3_5	500.841621800791
3_5	501.234715471277
3_5	502.158679103944
3_5	503.692497324431
3_5	504.551687389612
3_5	505.296241586329
3_5	506.578070956282
3_5	507.281182778534
3_5	508.984469075222
3_5	509.951397396391
3_5	510.569952127291
3_5	511.433909673709
3_5	512.408276923932
3_5	514.002237294335
3_5	514.503418533364
3_5	515.98987088562
3_5	516.213961262489
3_5	517.744260648033
3_5	518.417560236063
3_5	519.572425994789
3_6	434.973118016496
3_6	435.811449972913
3_6	436.930425870931
3_6	437.685952354223
3_6	438.327282018261
3_6	439.541708877776
3_6	440.973037562333
3_6	442.063448871719
3_6	442.677250360837
3_6	443.152854892658
3_6	444.756684633438
3_6	445.187748226104
3_6	447.037084611598
3_6	447.638954631286
3_6	448.172492298996
3_6	449.753508629976
3_6	450.290357129183
3_6	451.954063927522
3_6	452.503998083062
3_6	453.535162523156
3_6	454.866963240784
3_6	455.217917415081
3_6	456.409744751174
3_6	457.180933717405
3_6	458.994750692509
3_6	459.202815395314
3_6	460.894219183829
3_6	461.840423245914
3_6	462.696803902509
3_6	464.109156101011
3_6	464.426594024757
3_6	465.509430670645
3_6	467.100404503522
3_6	468.019171243766
3_6	468.185670802137
3_6	470.060633778106
3_6	470.879393151263
3_6	471.736356744543
3_6	472.298607825302
3_6	473.547077063937
3_6	474.987251842627
3_6	475.639957841486
3_6	476.879383107414
3_6	477.51671788469
3_6	478.705898674671
3_6	479.814060777659
3_6	481.031620496185
3_6	481.150494091911
3_6	483.084207429783
3_6	484.030175666325
3_6	484.28224959271
3_6	485.518315031193
3_6	486.175460374216
3_6	487.227781881811
3_6	488.386107250815
3_6	489.813107931986
3_6	490.300005046884
3_6	491.197028163821
3_6	492.157290043309
3_6	493.789466064889
3_6	494.493953701342
3_6	495.424966120627
3_6	496.485044005793
3_6	497.9803056987
3_6	498.887989201816
3_6	499.234070125967
3_6	500.820404514903
3_6	501.955064909067
3_6	502.762160316575
3_6	503.726337877568
3_6	504.86808472313
3_6	505.86507720151
3_6	507.063031796366
4_7	424.866936261766
4_7	425.872812221991
4_7	426.408257228089
4_7	427.420726023847
4_7	428.408262984827
4_7	429.299993682187
4_7	430.735585157759
4_7	431.589482591022
4_7	433.117663174635
4_7	433.41437687166
4_7	434.309244529111
4_7	435.357216192409
4_7	436.751260132063
4_7	438.009760471992
4_7	438.643055642257
4_7	439.851682611275
4_7	440.943630527006
4_7	441.949154344155
4_7	442.888940999517
4_7	444.007111166837
4_7	445.092944837874
4_7	446.21806777548
4_7	446.765459000366
4_7	447.606819673441
4_7	448.563414098462
4_7	449.718485472025
4_7	451.005016424693
4_7	452.022820928833
4_7	453.086699668318
4_7	453.520482984371
4_7	454.458288583206
4_7	456.14152484294
4_7	456.486286456231
4_7	457.335767001146
4_7	458.725944679696
4_7	459.940123444656
4_7	461.192993803648
4_7	461.998372287257
4_7	462.978362319293
4_7	463.845598537475
4_7	464.820285116555
4_7	465.279626491945
4_7	466.926743236603
4_7	467.509851178387
4_7	468.981059714686
4_7	469.794715873897
4_7	470.916636039503
4_7	471.321365533862
4_7	472.494119650451
4_7	474.088269925676
4_7	475.104185929988
4_7	475.47439574101
4_7	476.691825739574
4_7	478.192936912412
4_7	478.549909182591
4_7	479.544766417239
4_7	480.941997516202
4_7	482.140175298555
4_7	482.843868588563
4_7	484.186451555695
4_7	484.402454290306
4_7	485.44373544585
4_8	424.82090264326
4_8	425.538800757146
4_8	427.021098226309
4_8	427.45733426651
4_8	429.227002605097
4_8	429.515085143736
4_8	430.26959284395
4_8	431.933708220487
4_8	432.411760332761
4_8	433.287483015796
4_8	434.839093250688
4_8	435.953473090427
4_8	436.990891873138
4_8	437.633902337635
4_8	438.2306437355
4_8	439.236047815997
4_8	440.96978068212
4_8	441.255585497711
4_8	443.018026284408
4_8	443.473944206722
4_8	444.805528824916
4_8	445.269961558748
4_8	447.15749341296
4_8	447.713545843726
4_8	448.540605154121
4_8	449.776656334754
4_8	450.548079901375
4_8	451.293564744992
4_8	452.98323002574
4_8	454.182905428344
4_8	455.047080148943
4_8	455.764421639498
4_8	456.555748209124
4_8	457.397557610879
4_8	459.104600552004
4_8	459.489593750564
4_8	461.223328706343
4_8	461.761817431776
4_8	462.394411944784
4_8	463.42144876183
4_8	464.503157739528
4_8	465.417843020987
4_8	466.238009017194
4_8	467.327151479432
4_8	468.805576463463
4_8	470.110831998987
4_8	471.075408448698
4_8	471.945901344065
4_8	473.219878363889
4_8	473.447676707292
4_8	474.435694117798
4_8	476.136281985091
4_8	477.036793429172
4_8	477.714663612656
4_8	478.42981693265
4_8	480.016886009136
4_8	480.622495696647
4_8	482.194054367952
4_8	483.171714533819
4_8	483.308989207959
4_8	484.350182772847
4_8	485.343514153501
4_8	486.590840714984
4_8	488.149414330954
4_8	489.054069277365
4_8	489.760117833503
4_8	490.840947999619
4_8	491.457009199541
4_8	492.645048795501
4_8	493.616227827501
4_8	494.381964560365
4_8	495.35586294299
4_8	496.500662237406
4_8	498.199513699394
4_8	498.45638930914
